hospital,comment_th,comment_eng,score
Chulalongkorn,หมอเก่งมาก หล่อด้วย,Doctor brilliant cast,5
Chulalongkorn,ยอดเยี่ยมมาก,Excellent,5
Chulalongkorn,พ่อไปตรวจที่รพ. ยื่นบัตรนัดแต่เช้า แต่หาประวัติคนไข้ไม่เจอสักครั้ง ทำงานแบบไหนกันคะ ติดต่อกลับได้เลยคะ เรื่องจริงที่ไม่เคยพัฒนา,Go to the hospital. Filing early appointment cards But not for a patient once. What works well Get back to me The real story never developed,1
Chulalongkorn,บัตรคิวส่งตัว ที่ใช้กดตู้ เปิด(เวลา)ตีอะไรครับ,"Cue Card is sent to the press box open (time), hit nothing.",1
Chulalongkorn,ดีมากคะ,Very good,5
Chulalongkorn,เป็นรพที่ดีอีกรพหนึ่งของกทมหมอเก่งพยาบาลก็น่ารักค่ะ,"The hospital is a good hospital, one of Bangkok Hospital doctor I was cute.",5
Chulalongkorn,เคยได้ยิน แต่ไม่อยากไป,I do not want to hear,1
Chulalongkorn,คุนหมอน่ารักมาก,Kun Doctor Love,5
Chulalongkorn,ที่จอดรถน้อยมากสำหรับผู้มารักษา/มีแต่ที่จอดของหมอกับพยาบาลและรถหรูของคนมีตังค์เท่านั้น...น่าจะปรับปรุงบ้างแต่ไม่รู้เมื่อไหร่จะทำสักที...เฮ้อ...!!!,"Very little parking for the treatment / park, but the doctors and nurses with a luxury car with the money ... only to improve but did not know how to do it anymore ... Oh well ... !! !",5
Chulalongkorn,บริการดี เป็นระบบ หมอเก่ง เครื่องมือทันสมัย,"Good service is a good doctor, modern equipment.",5
Chulalongkorn,พยาบาลสวยๆ,Nurse pretty,5
Chulalongkorn,ดีครับสำหรับโรงพยาบาล,Thanks for hospitals,4
Chulalongkorn,เยียมมากครับ,New Year too,5
Chulalongkorn,หมอดี รพดี แต่อย่าถามถึงที่จอดรถ...,"Hospital doctor, but do not ask about parking ...",4
Chulalongkorn,มาตรฐานระดับชาติ คนไข้มากทำให้ต้องรีบร้อนความผิดพลาดจึงเกิดคุณหมอเขียนสั่งยาเร็วเภสัชอ่านไม่ชัดเจนรีบด้วยคนไข้เลยรับยาผิดแก้ไขได้ครับเป็นกำลังใจให้สู้ๆ,"National standards Patients need to make a hasty mistake so the doctor wrote the prescription pharmaceutical read faster is not clear hurried patients with drug offenses has been solved, it is encouraging fighting.",5
Chulalongkorn,บริการดีค่ะคุนหมอเก่ง,"Good service, good doctors Kun.",5
Chulalongkorn,ดีค่ะพ่อเคยผ่าตัดที่นี่,"Well, my dad had surgery here.",5
Chulalongkorn,เวรเปรหน้าฉุกเฉินพูดจาไม่ดี แย่มาก ไม่บริการ (เล่นแต่โทรศัพท์ไม่สนใจคนป่วย),Fate page spreads emergency services do not talk bad bad (but do not call the sick).,5
Chulalongkorn,ขอบคุณคุณหมอ และพยาบาล และเจ้าหน้าที่ทุกฝ่าย ที่ดูแลคุณยาย และ คุณพ่อ ขอให้ทุกท่านมีความสุข สุขภาพแข็งแรง ทำงานอย่างมีความสุข ตลอดไปนะคะ,Thanks to the doctors and nurses and all parties. Caring grandmother and father asking all of you to be happy. healthy Working happily to it.,5
Chulalongkorn,คุณยายรักษาหลังที่นี้ (ร.พ. จุฬาลงกรณ์ ),"After this treatment, the grandmother (Chulalongkorn Hospital).",4
Chulalongkorn,คุณหมอและคุณพยาบาลดูแลดีครับ พูดก็เพราะ,Doctors and nurses say it's because the good.,4
Chulalongkorn,หมอ พยาบาล เจ้าหน้าที่ดี แต่ประชาสัมพันธ์อาสา ที่คอยจัดคิวคอยคัดกรอง พูดจาแย่มาก พาไปดูงานรพ.ตำรวจหน่อยก็จะดีนะ,"Good doctors, nurses, staff But public relations volunteers Who queued waited screening talk an awful lot to visit the hospital. The police will do well.",4
Chulalongkorn,มาครั้งแรก ก็รู้สึกแย่กับคนเข็นรถขึ้นลิฟท์ตึก ภปร.เลย ที่พูดนะ ปากหรือนั่น ?????,"First, I feel worse with wheelchair lift building global security. I say the mouth or that ?????",1
Chulalongkorn,ก็เห็นทางโรงบาลนะ ก็คิดว่าคงจะไม่ถูกใจทุกคนหรอก,Saw the hospital I think everyone would not like it.,5
Chulalongkorn,ดีค่ะ,Good,5
Chulalongkorn,ดีค่ะ..อยากมาใช้ ปกส.ที่นี่แต่คิดว่าน่าจะเต็มแล้วค่ะ,"Hi.. Used. The cover. Here, however, I think it is already full.",5
Chulalongkorn,กว้างใหญ่ไพศาล ร่มรื่น ต้นไม้เยอะ ตึกเยอะ พยาบาลน่ารัก,Vast shady tree lot Building lot cute nurse.,5
Chulalongkorn,คนเยอะรอนานหน่อยแต่ก็ดี,"People have to wait a little longer, but better.",4
Chulalongkorn,ห่วยแตกมาก มารักษาผิวหนังตั้งแต่ 7 โมงตอนนี้ 10 โมงยังไม่รักษา คนที่มาคิวหลังๆได้ก่อน ไม่รุ้ว่าระบบแบบนี้ ผ่านมาตรฐานมาได้อย่างไร ห่วยมากกๆ เจ้าหน้าที่ก็พูดจาแย่มาก,"Very poor treatment of the skin, from 7 am to 10 pm This is not a cure. People queue after the first. This system does not know How come standard very poor staff was very flattering.",1
Chulalongkorn,รักษาดีมากครับ,Very good treatment,5
Chulalongkorn,คนไข้เยอะมาก....เป็นกำลังใจให้ จนท.ทุกๆท่าน ครับ...,Very patient .... until cheer. All you have ...,5
Chulalongkorn,ดีมากโรงบาลนี้เคยไปคลอดลูกที่นี้ค่ะบริการดีเวอร์หมอน่ารักนิสัยเป็นกันเองมากยิ่งนักศึกษาฝึกหัดยิ่งนิสัยดีโรงบาลจุฬาฯดีที่สุดแล้วค่ะทำดีมาก,"This was a very good hospital to give birth here, good service, friendly drivers, I love the character even more students to practice good habits Hospital Chula best already doing very well.",5
Chulalongkorn,ที่ผมไปมานะครับบริการดีมากครับหมอก็ใจดีครับออกค่ายาให้ผมด้วย,I had to grit my service very good doctor is not going to give me the drug.,5
Chulalongkorn,ชอบโรงบาลนี้มากคะถึงจะรอนานก็เค้าใจเพราะคนไข้เยอะและมีอย่างนึ่งอยากขอไม่ต้องให้คนเข้ามาเดินขายของนะคะพอรอไม่ซื้อก็ด่า วันนี้กผ้เหมือนกันไม่รู้เค้าด่าเราหรือป่าว ตอนเราลงบันได้เลื่อยลงมาเค้าก็ลงตามมาด้วย เค้าก็พูดกับเพื่อนเค้าข้างหลังเราว่า ซื้อดอกเดียวก็ไม่ได้ไอพวกเหี้ยขี้งก เพราะเค้าก็มาขอให้เราซื้อเหมือนกัน ขอละนะคะ,"Like many hospitals do not have to wait long, because patients do not have a thing to ask people to come to sell it for enough to buy it, not reviled. This performs the same, but they curse us or something. When we got down stairs winding down, he went down as well. I said to my friends that behind us. Buy a single flower, it does not have a damn penny Kong. Because he was asking us to buy the same request of them.",5
Chulalongkorn,สับสนไปหน่อย..เพราะตึกเยอะมาก,Confusing to me.. Because they block a lot.,4
Chulalongkorn,บริการดี คุณหมอเก่งมาก,Very good doctor,5
Chulalongkorn,คุณหมอเก่งลูกสาวรอดตายก็ที่นี่,Dr. Wally surviving daughter was here.,5
Chulalongkorn,แม่เข้ารักษาตัวที่โรงพยาบาลจุฬาฯ ด้วยอาการก้อนเนื้อที่ทวารหนัก มาตั้งแต่เดือนมกราคมจนถึงตอนนี้ หมอนัดคิวจะผ่าตัดให้แต่ช้ามากๆๆๆ อะคะ แม่ปวดมากขึ้นทุกวัน ๆ กินยามอร์ฟีนที่หมอให้แก้ปวด จนกระทั่งความจำไม่ดี หลงๆลืมๆ เบลอๆ พูดคุยอะไร จำไม่ได้ ทั้งๆ ที่ก่อนมาแม่อาการดี ปกติทุกอย่าง สงสารแม่มากๆๆๆ อะคะ พอจะมีทางช่วยแม่มั้ยคะ ก่อนหน้านี้คนไข้มีความรู้สึกดีนะคะที่ได้มาอยู่ รพ.นี้ แต่ตอนนี้ชักไม่ไหวแล้ว คะ มีทางไหนที่จะทำให้การรักษารวดเร็วได้บ้างคะ จนตอนนี้คนไข้มีก้อนเนื้อเพิ่มมาอีก 1 ก้อนแล้วคะ ก้อนเนื้อเดิมก็ใหญ่ขึ้น คนไข้ปวดจนอยากจะตัดขาทิ้งแล้วค่ะ,"Mother admitted to the hospital CU. With a lump in anus From January until now. Doctor appointment queue to surgery, but it is very slow, so it's more pain every day, morphine pills that doctors give painkillers. The memory is not good, forget blurred Discuss anything not remember even before the first symptoms usually everything is very poor mother so I know I have to help her do it. Previously, patients are feeling nice to be in hospital but now I'm not anymore a way to make some quick healing it. Until now, patients with tumor nodules, then added another one like it lump it up. Patient pain and amputation would like it.",1
Chulalongkorn,แม้คนมากมายก้อต้องรอ,Although many people would have to wait,5
Chulalongkorn,พาแฟนมาผ่าตัดครั้งที่ 2 โดยไม่เคยรู้จักใครมาก่อนที่จะเข้ามา... ได้รับบริการมาตรฐานเท่าเทียม และเสมอภาพนะ พยาบาบตึกเจริญ-สมศรีทำหน้าที่ได้ประทับใจค่ะ,The 2nd surgery fans do not know who came before him ... Receive equal service standards and I always picture medicine Babri building boom - Missy act impressed me.,1
Chulalongkorn,ก็งั่นๆแหละลูกชายรอคิวผ่าหลังมาสามปีละไม่เห็นมีห่าไรเลย,It's me and my son split after three years of waiting to see what the heck it is.,2
Chulalongkorn,อบากบอกว่าขอบคุณ คุณหมอธวัชชัยและพยาบาลทุกท่านในตึก ภปร ชั้น 9 ที่ดูแลลูกสาวที่ป่วยเป็นโรค sleด้วยดีตลอดมาขอขอบคุณมากๆค่ะ,"The Bak says thanks Your doctor or nurse will Dhawatchai in building an E 9th floor care daughter disease. sle all along, thank you very much.",5
Chulalongkorn,ขอบคุณคุณหมอและพยาบาลทุกคนที่ดูแลเป็นอย่างดี ซาบซึ้งจริงๆนะค่ะ คิดถึงมิตรภาพดีๆที่มีให้กันจังเลย,Thank you all who care doctors and nurses as well. Really appreciate it I think that friendship is like me.,5
Chulalongkorn,ดี,good,5
Chulalongkorn,พูดจาดีๆเป็นป่ะค่ะ เจ้าหน้าที่ต้อนรับแบบนี้อย่ามีเลยดีกว่าค่ะ จำเป็นต้องเสียงดังป่าว พูดจาดีๆไม่เป็นหรอค่ะ #รบกวนไปเรียนมารยาทมาใหม่ด้วยค่ะ #บางคน,Saying it was not me This staff is not better than me. I need noise I'm not saying it is # Disturbing courtesy to come with me some #.,2
Chulalongkorn,ให้บริการดีมาก ค่ะ,Very good service,5
Chulalongkorn,ไม่อยากเห็นคนป่วยไม่อยากเข้าโรงบาลแต่งานที่ทำอยู่มันต้องได้เห็นได้เจอครับ,"I do not want to see sick people to the hospital, but the work is done, it must have come across it.",1
Chulalongkorn,บริการดีมากค่ะคุณพ่อดิฉันมาทุกเดือนให้บริการดีน่ารักตั่งแต่คุณหมอจนถึงพยาบาลขอให้รักษามาตรฐานอย่างนี้ตลอดไปนะคะ,"Service very good father, I come every month to service a lovely setting, but your doctor or nurse to maintain this standard to me.",5
Chulalongkorn,นั่งคอยครึ่งวัน แต่เข้าตรวจไม่ถึง5นาที เฮ้อ....ระบบเขาดีจิง,"Sat for half a day But it's less than 5 minutes. Sigh .... the system, he's good.",1
Chulalongkorn,อย่กทราบการต่อหมั่นว่าอยากปรึกษาหมอว่าควรทำยังงัยบ้างค่ะ,Do keep in mind that he wanted to consult a doctor if you do not know I do not.,2
Chulalongkorn,สุดยอดกับคุณหมอครับ,Top it with your doctor,5
Chulalongkorn,เจ้าหน้าที่เก็บขยะของโรงพยาบาลจุฬาฯนี่สุดยอดมากครับ คำพูดคำจาฟังไม่ได้เลย,Officials collection of Chula Hospital is just awesome. QS is not listening.,1
Chulalongkorn,เขาก็บริการดีน่ะคุณๆๆตอ้งเข้าใจน่ะเป็นโรงบาลที่มีผู้ป่วยเยอะการบริการก็ตอ้งมีล้าช้าบ้าง,"He served well, you know I want it understood that a hospital patient services, but they want it to have some delay.",2
Chulalongkorn,รอนานมาก แต่คุณหมออธิบายดีมากทำให้ง่ายต่อการักษาสรุปว่าชอบโรงพยาบาลนี้ค่ะ,"A very long wait, but the doctor explained very easy treatment that hospitals like this.",5
Chulalongkorn,เป็นสถานพยาบาลของรัฐที่รวมบุคคลากรทางการแพทย์มากมาย,"As public hospitals, which included many medical personnel.",5
Chulalongkorn,ร.พที่ดีสำหรับฉันเป็นสถานทีาทำงานและดูแลผู้ป่วยได้ตลอด24ชั่วโมงเกือบ3ปีสำหรับฉันสุดยอดแห่ง ร.พค่ะ,"ST. May be good for me as Tia and patient care 24 hours a day for almost three years, I am the ultimate. May it.",5
Chulalongkorn,บริการซวงแตกกับการจัดระบบบริการเมื่อไหร่จะพัฒนาสักที โดยเฉพาะเจ้าหน้าที่ที่พูดจาหมาไม่แดก ทำเหมือนไม่อยากมาทำงานบริการถ้าคุณไม่อยากมาทำงานบริการคุณออกกไปทำอย่างอื่นสิ ให้เอาคนที่เขาต้องการทำงานจริงๆมาทำ!!!!,"Zhuang service break with the system when you develop them. The officials, who spoke not a dog Riksdag. I do not want to run the service if you do not want your service to work out and do something else now. He took the people really do want to work !!!!",1
Chulalongkorn,ดีมากๆๆๆ,Very soon,5
Chulalongkorn,คุณภาพให้ที่1เลยค่ะ >,The first quality I>.,5
Chulalongkorn,บริการดีค่ะ,Good service,5
Chulalongkorn,วันที่ 21 มิย.มาผ่าตัด คุณหมอและคุณพยาบาลดูแลเป็นอย่างดีมาก ขอขอบคุณมากๆค่ะ,"On 21 Jun., Doctor's surgery and hospital care as well. Thank you very much",5
Chulalongkorn,ทุกอย่างดีหมดติดอยู่อย่างเดี่ยว ห้องเบอร์35แพนกรับผู้ป่วยใน ตึกจักรพงษ์ พนักงานคนอ้วนๆซอยผมสั้นข้างนึง หน้าไม่เต็มใจทำงาน คนมาถามก็ตอบน้ำเสียงไม่พอใจตอบแบบถากๆ คนไข้ไปยืนรอถามก็ทำเฉยมองหน้าแล้วก็ไม่ตอบ ฟังเพลงดูmv เริ่ดมากคะอีดอก,"Everything is fine attached to it. Room No. 35 pan patients in the building Chakrabongse employee fat cut short by one. Not willing to work The question was answered on the offensive tone and trim. Patients were asked to stand aside, do not look at it I see mv started off very well slags.",3
Chulalongkorn,ที่จอดรถหาที่จอดยากมั้งมาก,Parking is difficult to find a parking lot right.,2
Chulalongkorn,เริ่มใช้ระบบรับบัตรคิวใหม่คนแออัดมากวุ่นวายจัง..รักษาสุขภาพกันนะอย่าป่วยเลยมาแล้วอาจป่วยมากกว่าเดิม,"Start using cue cards, a new system was very crowded so busy.. I do not care too sick to be sick, then more of the same.",5
Chulalongkorn,ครอบครัวได้ใช้บริการที่นี่,Family services here,5
Chulalongkorn,การบริการ ที่ดี ของบุคลากร แม้งานจะหนัก ก็ยังสามารถดูแล และรักษาได้อย่างดี ขอบคุณบุคลากรทุกท่านค่ะ,Good service personnel will work even harder to maintain it. And treated well Thank you to all staff,5
Chulalongkorn,ไม่มีความสงสารกู กูเกรียจ ร.พนี้,"I do not pity Greer F ST., This May.",1
Chulalongkorn,บริการดีค่ะใครไม่สบายไปรักษาได้เลยค่ะ,Service not good for anyone to treat it.,5
Chulalongkorn,ขอบคุณคุณหมอและพยาบาลทุกคน แต่ ปรับปรุง พยาบาลที่มีอายุที่ชอบตะคอกคนใข้แก่แก่ เห็นแล้วสงสารค่ะ .,"Thank you to all the doctors and nurses, but nurses to improve the interaction between like shouting to them. Then pity me.",4
Chulalongkorn,หมอเก่งนะ,Doc's good,5
Chulalongkorn,แผนกฉุกเฉินคุณหมอน่ารักพยาบาลก็น่ารัก...ดูแลดืค่ะ,Hospital emergency department doctor's care ... I love drinking it.,3
Chulalongkorn,ผู้ป่วยบางคน จะตายไม่ตายแลแต่หมอบอกว่าไม่เป็นอะไร ตรวจหาสาเหตุไม่เจอ ไปก็หลายโรงพยาบาลเสียเงินทองก็มากมาย ทุกที่หมอก็บอกว่าไม่เป็นอะไร ถ้าหมดที่ไปแล้วลองคุยกับหนูได้นะครับ,"Some patients will die not dead, but doctors say it is not. Not detect the cause Many hospitals lose money, it was great. All the doctors have not said anything. If it is, then try to talk to me.",4
Chulalongkorn,ผิดกับที่คิดไว้คับเจ้าหน้าที่ดีมากชอบป้าคนที่กดบัตรคิวให้จังคับ ใจดีมากกดหลายครั้งไม่ขึ้นก็ไม่มีบ่นเลยคับแถมป้าแกมายืนกดให้คำแนะนำตั้งแต่ตีห้า ไปครั้งหน้าจะเอาขนมไปฝากนะครับ,"I think that is wrong with the staff great aunt who likes to hit the cue cards so tight. Many times, it is not very kind to me but I do not complain, I stand to make recommendations on five hits. The time it took to leave me candy.",5
Chulalongkorn,สถานพยาบาลระดับประเทศ ส่วนใหญ่จะไปเป็นเพื่อนคนป่วย,Hospitals nationally Most people are going to be sick.,5
Chulalongkorn,เห้ออออออออออ เหมือนจะดี สุดท้ายต้องคอยลุ้นดูว่าจะเป็นไง,"U Oshawa, Oshawa as well be the last chance we have to see what it was like.",3
Chulalongkorn,ก็ดีนะดีมากๆ,I know very well,1
Chulalongkorn,พยาบาลห้องฉุกเฉิน แสดงกริยาได้แย่มากๆๆๆเท่าที่ได้เจอ ถ้าอธิบายด้วยกริยาแบบนั้น ก้อไม่ต้องพูด ไม่ต้องมาเป็นพยาบาล มันขัดกับชุดนางฟ้าสีขาว ถ้ามีผู้บริหารเห็นควรปรับปรุงมารยาทอย่างแรงนะคะ คุณทำงานให้บริการ คนไข้หรือญาติมีข้อสงสัยเยอะถามเยอะ เรื่องมากก็เพราะมันเป็นเรื่องสุขภาพของคนที่เค้ารัก มันเป็นความเป็นความตาย มันก็เป็นเรื่องปกติไม่ใช่หรอที่ญาติอยากรู้ว่าคนไข้จะเป็นยังไง หรือต้องรอหรืออะไรต่อไป ถึงคุณจะรำคาญมากแค่ไหนก็ไม่ควรแสดงออกแบบนั้นหรือแบบนั้น,"Hospital emergency rooms Show verb very poorly so far to see. If that describes a verb I do not say No need to be a nurse It is against white fairy dress. If executives should strongly improve my manners. You work services Patients and relatives have asked me lots of questions. It matters a lot because it's about the health of the people I love. It is life or death It is normal that a relative is not it curious that the patient would have been like. Or wait, or what's next. To bother you so much, you should not display it, or design it.",1
Chulalongkorn,เคยนึกชื่นชมบริการที่เป็นกันเอง แต่วันนี้เป็นวันแรกที่รู้สึกว่าที่นี่แก้ปัญหาไม่ได้ ระบบขัดข้อง แต่ไม่มีวิธีช่วยเหลือคนไข้ บางแผนกบริการได้เห็นแก่ตัวปัดภาระหน้าที่ความรับผิดชอบให้พ้นตัว เพียงเพื่อไม่ให้แผนกตัวเองมีภาระที่เพิ่มมากขึ้น,I always appreciated the friendly service. But today is the first day that felt that this solution does not crash the system nor how to help the patient. Some service department has generously rounded out the obligations and responsibilities. Not just for the department itself has an obligation to increase.,3
Chulalongkorn,ดีคับ คุณหมอดูแลดีมาก สามารถทำให้ผมหายจากการเกิด อุบัติเหตุ มอไซด์ผลิกคว่ำ อย่างแรงได้ และหายเป็นปกติ เดิน นั่ง ได้อย่างเดิม,"Good medical care is very good. Can I recover from the accident, Moss Side crystallography overturn strongly and healed a ride it was.",4
Chulalongkorn,บริการดีมากๆ บุคลากรล้วนแต่มีจิตใจดีทุกๆคนค่ะ,"Service personnel are all very good people, mind you.",5
Chulalongkorn,คุณหมอพูดจาดี วิเคราะห์โรค น่าเชื่อถือ แต่เจ้าหน้าทีหน้าห้องตรวจพูดจาไม่ค่อยดี คำอธิบายไม่ชัดเจน พูดกับคนไข้ ห้วนสั้น แฝงลักษณะ รำคาญ เวลาที่คนไข้ไม่เข้าใจ คำพูดที่ไม่ชัดเจน ....ปรับปรุงส่วนเจ้าหน้าที่ อีกนิด ส่วนคุณหมอ พยาบาล น่ารักมาก ...อย่างไรก็ชื่นชม มากค่ะ,"You speak good diagnostic reliability but officials rarely speak in front of inspectors. Notes unclear spoke briefly with the patient looks annoyed short latency time patients do not understand. Words are not clear Improved staff .... a little of doctors, nurses ... how cute it was much appreciated.",5
Chulalongkorn,โรงบาลจุฬา เหอะ เมื่อวานทำขอใบไห้เลือดแต่ไม่ได้เลือด พอมาวันนี้กูยื่นเอกสารเหมือนเมื่อวาน บอกว่าเอาแต่ใบส่งตัวพระราม 2 กูยื่นเอกสารพี่ที่ห้องพยาบาลส่งไห้ดูก็ไม่ดู โรงบาลมี นางพยาบาลดอกทองได้ไง ต้องไห้กูตายคาโรงบาลป้ะค้ะ ? วิ่งขึ้นวิ่งลง แถมไห้กูรอคิว 2ชั่วโมงครึ่ง,"Chulalongkorn Hospital yesterday to request a quote me, but weep blood, not blood. But today, like yesterday's filing. That leaves only Rama sent me two documents so the hospital sent the harshest view, it does not look like a hospital a nurse slut. You have probably died at the hospital cover it? Running up and down He's probably waiting 2 hours",1
Chulalongkorn,ขอบคุณที่ดูแลร่างกายฉันตลอด31ปีก็มาที่นี่ดูแลกันที่นี่คลอดก็ที่นี่คนทุกคนต้องมีการซ่อมแซม ขอให้พระราชินีทั้งสามพระองค์ทรงพระเจริญ ผู้ก่อตั้งโรงบยาบาล,Thank you for all the care I came here 31 years maternity care here is that all people need to be repaired. The Queen Three Graces King. The founder of the ambulance,3
Chulalongkorn,ให้คนไข้รอนานมากรอผ่าตั้งแต่7โมงเช้ากว่าจะได้ผ่าก็เที่ยงวัน รอจนไส้ติ่งแตก ทำงานกันไงว่ะอึดอัดว่ะไม่รุ้จะพูดไง,"Patients wait very long wait operate from 7 am to noon, they had split. Wait until the appendectomy Well, I'm not uncomfortable'm going to say.",2
Chulalongkorn,มันก็เป็นบางคนแส่วนมากอยากหั้ยปรับปรุงในการพูดจาแขกผู้มาใช้บริการให้มากกว่านี้เพราะเป็นโรงพยาบาลที่มีชื่อเสียงมากอีกโรงพยาบาลหนึ่งในประเทศไทยถ้าคุณใส่ชุดขาวหรือทำงานฝ่ายใดฝ่ายหนึ่งแล้วมาพูดแบบนี้ดูแล้วมันส่อสันดานนิสัยไพร่ออกมาอย่าลืมนะค่ะเงินเดือนพวกคุณมาจากภาษีเขาทั้งนั้นสรุปขอหั้ยอบรมณ์กันใหม่ด้วย ขอบคุณค่ะ,"It is some look for trouble many rooms would improve in the parlance visitors to customers, because this is a very famous hospital, another hospital in Thailand if you wear white or any party. now I say this, it poses inherent habit people out, do not forget to pay your taxes from them, he concluded a workshop on the new rooms with thanks.",5
Chulalongkorn,บริการดีคะ พูดจาสุขภาพ...ให้คำแนะนำได้ดีมาก,"Good service, good things ... health advice very well.",5
Chulalongkorn,พึ่งเข้าไปรักษาตัวที่นี่ รู้สึกประทับใจคุณหมอ พยาบาลที่นี่มาก กับรอยยิ้มที่มอบให้ ทุกท่านรักษาเราไม่ใช่แค่ใช้ยา แต่ใช้ใจด้วย ทำให้ดิฉันรู้สึกดี เหมือนไม่ป่วยเลย,"I went into treatment here The doctor was impressed Nursing is a very With a smile, handed We can not just treat drug use, but it makes me feel good. I do not care",5
Chulalongkorn,มาครั้งแรก การบริการของโรงพยาบาลดีมากเลย,The first service of the hospital very well.,4
Chulalongkorn,คือผมเข้าใจน่ะ ว่าเป้นโรงบาลรัฐแต่คุณป้าช่วยพูดจาดีๆ หน่อย ผมก้ทำงานบริการน่ะผมเข้าใจ #ป้าที่ใส่แว่นอยู่ชั้น4 #ตัวเล็กๆ #หน้าห้องปฎิบัติการกลางน่ะ #ร้องเหี้ยหนักมาก,"I understand That bordered the hospital, but you'll help me, I'm just saying I do service work. # Put the glasses on the 4th floor, room # # little practice the middle way. # Sing so damn hard",1
Chulalongkorn,คนเยอะ รอนานเกิ้นนน,People have to wait for a single analysis.,3
Chulalongkorn,ตึกภ.ป.ร.ช่องที่รอคิวช้ามากเลยค่ะรอนานกว่าจะได้ไปสถานีต่อไป,Building Security. The. The. Fields slow queues waiting too long to get to the next station.,4
Chulalongkorn,ดีค่ะเพราะใช้บริการของทางโรงพยาบาลทั้งครอบครัว,"Well, because the services of the hospital the whole family.",4
Chulalongkorn,ตั้งแต่ไหนแต่ไรมา ผมรู้สึก และรับรู้มาโดยตลอด ด้วยตัวของผมเอง ว่า รพ.จุฬาลงกรณ์ เป็นสถาบันการแพทย์ ที่ดีที่สุด แม้คนจะเยอะมาก แต่ผมไม่เคยได้รับการปฏิบัติที่ไม่ดี แต่ครั้งนี้ พ่อของผม ได้ไปตรวจร่างกาย ต่อมลูกหมากที่นี่ กับคุณหมอ รศ. ท่านหนึ่ง ซึ่งการตรวจคลินิคนอกเวลา จะมีการจอง จัดคิว ที่เป็นระบบที่แน่นอน แต่ทำไมเวลาคนไข้จะสอบถาม ถึงได้มีอาการรีบร้อน ร้อนรน ผมรู้ ว่าท่าน รศ. อาจารย์หมอ มีอีกหลายที่ต้องไปตรวจที่ได้เงินมากกว่าที่นี่ แต่ถ้าท่านมีหลายที่ ด้วยระดับความสามารถท่าน ทำไมถึงยังต้องทำงานราชการด้วย ที่ผม ไปหา ไปตรวจ ที่ รพ.จุฬา เพราะว่า...ไปที่นั่น ไม่ต้องเลือกหมอ ที่นั่นเก่งทุกคน แล้วก็มารยาท การปฏิบัติ ก็ดีมาโดยตลอด,"Since time immemorial, I felt and recognized by all. With myself that hospital Chulalongkorn. The Institute of Medicine is the best person I can be a lot. But I've never been treated that badly, but this time, my father had a physical examination. Prostate here with Dr. Assoc., One of the clinic time to queue at the booking is definite. But when patients are questioned To get there in a hurry, impatient, I know you Assoc. Professor, Doctor, there are many who need to make a little more money here. But if you have several With your skill level Why does the government have to work with me to go to the hospital because CU ... go there. Do not choose a doctor It was there for everyone to practice good manners at all times.",1
Chulalongkorn,ห้องน้ำเหม็นกระดาษไม่มีสำหรับครีนิคบ่ายสกปรกมากวานผู้บริหารดูแลด้วยขอบคุณค่ะ,No smelly toilet paper for clinics very dirty yesterday afternoon care executive with thanks.,5
Chulalongkorn,เป็น รพ.ที่ดีมาก,The hospital is very good,3
Chulalongkorn,มาที่ตึกสถาบันโรงมะเร็งบริการดีคะคุนหมอพูดจาดีมากนางพยาบาลก็ดีให้ความรุ้ดีพูดจาดีหมดสิ่งไหนเราไม่รุ้เขาจะให้คำตอบดีมากรุ้สึกไม่ผิดหวังคะ,"Building institutions that cancer services like Kun doctors speak very good nurse, I know the good things out of the good things we do not know the answer they will give a very good feeling disappointed me.",5
Chulalongkorn,คุณหมอพูดดี รักษาดีมาก ไม่ว่าเป็นอะไรไว้ใจการรักษาที่นี่มากกว่าโรงพยาบาลเอกชนหลายๆโรงพยาบาล แต่นางพยาบาลเป็นอะไรครับ(บางคน) ดุไปไหน!! แล้วงงกะคิวมาก ทั้งที่มีตู้กดอัตโนมัติ ได้คิว 169 คัดกรองเสร็จอะไรเสร็จ ลำดับที่ 062 ห๊ะ!!! งี้ก็แย่ดิ คนกดบัตรคิวก่อน แต่ยังทำอะไรไม่เสร็จเลยเยอะมาก แต่คนเสร็จรอคิวหมอแล้วกลับยังไม่ได้ รอไปสิครับ 100 กว่าเลข สองสามชั่วโมงได้ เห้อ!!!,Doctors say that the treatment was not very reliable treatment at private hospitals than other hospitals. The nurse is what (some) looks to go !! And I think a lot of queue The ATM queue 169 automated screening done anything finished No. 062 Huh !!! The man hit me worse before queuing. But do not be so much. But the people waiting doctors returned not wait to play my 100 hours over two-thirds Hi !!!,3
Chulalongkorn,บริการดีมาก..ค่ะ,Very good service.. It,5
Chulalongkorn,คุณหมอและพยาบาลบริการดีทุกท่านครับ,Doctor and nurse services all.,5
Chulalongkorn,ดีครับ,Hi,4
