comment;score;en_com
"
วันที่ 13-25 นี้ มีการฉีดวัณซีนไข้หวัดใหญ่ คือถ้าเราอยู่ในกลุ่มเสี่ยง ทานยาเพนนิโซโลน นี่เข้าข่ายใช่มั้ยคะ เพราะเป็นที่โรคเกี่ยวกับภูมิคุ้มกัน
";4;The 13th-25th day of this flu vaccine is injected. Is if we are in a risk group Take pills, peninosolone This is right? Because it is an immune disease
"
พรุ่งนี้..จะพาลูกชายปัยฟักฟื้นเรื่องสมอง..ขอหั้ยเจอสิ่งดีๆๆด้วยเทอด...แค่นี้แม่คนนี้ก็กินม่ด้ายนอนม่หลับแร้วค่ะ...พระคุ้มครองน่ะลูก...ขอหั้ยเราเจอหมอที่ดีๆๆๆ..เข้าจัยเรา..สาธุ
";5;Tomorrow .. will bring my son to revive the brain.. . I have a good doctor...
"
ขอบคุณมากๆค่ะที่ร.พนี้มีหมอที่รักษาคนนนึงให้หายมาหลายครั้งจนตลอดอายุ30ได้ แม้แต่มะเร็งก็รักษาให้รอดตายได้ ไม่มีจะพูดได้มากกว่าคำว่าขอบคุณมากๆค่ะคุณหมอทุกคนที่รักษาค่ะ
";5;Thank you very much. This school has a doctor who has treated one person for many times until the age of 30. Even cancer can survive. There is no more word to say than thank you very much.
"
สงสัยฉันจะต้องไปใข้บริการที่นี่ ""ฉานจะซี้แง๊ๆๆหว้า""
";4;"I doubt I have to use the service here. &quot;Shan will be so bored.&quot;"
"
บริการดีค่ะ เป็นครั้งแรกที่มาโรงพยาบาลรามาธิบดี สะอาดมาก คุณหมอพูดเพราะ ☺️
";4;Good service for the first time at Ramathibodi Hospital. Very clean. Doctor said because ☺️
"
คือเข้าใจนะคะว่าคนไข้เยอะ แต่นี่แผนกฉุกเฉิน นะคะ นั่งรอ 2 ชั่วโมงละ ยังไม่เรียกเลย เซ็ง
";1;Is understandable that many patients But this emergency department is waiting to wait for 2 hours.
"
ดิ ชั้น น.ส.ฉัตรฐารัตณ์ ศรีสวัสดิ์ ต้องขอบขอบพระคุนขณะเพทย์ทุกท่าน ในปี52สูงอายุ21 22ปี หนุปวดท้องมากนึกว่าคงนี้ล่ะไส้ติ้งแตก ให้แทกซี่ใจดีไปส่ง จากยูเนี่ยนมอล ไปร.พ. อร์อยู่1ชั่วโมง คนเยอะมาก หมอไม่รุ้มาจากไหนทั้งนักศึกษา พยาบาล หมอ ญ ช ตรวจร่วม2ช.ม. บอกหนุต้องผ่าตัดเพราะท้องนอกมดลูก หนุไม่มีตังสักบาทเลยอยากกลับบ้าน พยาบาล ก้อวิ่งมาดึงแขน ไว้ สุดท้าย ได้รับการผ่า 21.00. _00.00น ไม่เสียเงินสักบาท เพราะฉุกเฉินมาก และความ ใจดีที่เหนความเปน ความตายคน มากกว่าเงิน หนุขอบคุนช้าไปหลายปี แต่หมอค่ะตอนนี้หนุสบายดี เพราะบุนคุนของรามาธิบดี ขอบคุนจริง ขอบคุนมากค่ะ
";5;"Di Lay, Chatttharat, Srisawat In the year 52, aged 21, 22 years of age, many stomach ache. Let the generous taxis be sent From Union Mall to the hospital for 1 hour, a lot of people, doctors do not come from anywhere, both students, doctors, doctor, check in 2 hours Told Suri to have surgery because of an ectopic stomach Nhu doesn&#39;t have a set of baht, so he wants to go back home. Because of the extreme emergency and the kindness that is death But the doctor is now fine. Because of the burkun of Ramathibodi, the real edge"
"
นางพยาบาลหน่วยคัดกรองศูนย์อุบัติเหตุและเวชศาสตร์ฉุกเฉิน ช่วงเวลา16.00น. วันที่21พ.ย.58 พยาบาลนั่งเล่นแต่มือถือขณะที่ปฏิบัติงาน พอคนไข้มาตรวจอาการชักสีหน้าใส่ ตรวจแบบขอไปที ไม่ถามอาการคนไข้ บอกว่าไม่เป็นอะไรให้ไปรอตรวจที่คลินิกดาวเหลือง แต่พอหมอตรวจบอกว่าติดเชื้อที่ปอด (ระหว่างรอมีชาวต่างชาติพาลูกมาตรวจสื่อสารภาษาอังกฤษไม่ได้ ไม่ยอมเรียกคนอื่นมาคุย จนผู้เป็นแม่เดินออกไปนั่งร้องไห้) ไม่ทราบว่าผู้บริหารของโรงพยาบาลจ้างพยาบาลคนนี้ มาได้อย่างไร เคยดูการทำงานของพยาบาลคนนี้บ้างหรือป่าว เข้าใจว่าคนไข้เยอะ แต่ต้องเข้าใจว่าเป็นงานที่บริการสาธารณะ ในเมื่อเลือกอาชีพนี้แล้วควรทำให้ดีไหม (ถ้าอยากทราบชื่อพยาบาลคนนั้น inboxมาได้)
";1;"Nurse, screening unit, accident center and emergency medicine 4:00 pm 21 November 2015 Nurse sitting on the phone while working When the patient comes to check for facial seizures Check-up Don&#39;t ask the patient Said that it was nothing to wait for the Yellow Star Clinic But when the doctor said that he had lung infections (While waiting for foreigners to take their children to check in English Refused to call other people to talk Until the mother walked out to sit and cry Understand that many patients But must understand that it is a public service When choosing this career, should you make it better? (If you want to know the name of that nurse inbox)"
"
ปลายสาย022004249 ไม่ทราบว่ารับมาทำงานได้ไง พูดจาน้ำเสียงแย่มาก เวลารับบุคลากรมาทำงาน ควรจะพิจารณาให้มาก ว่าทำงานบริการนะครับ คนเจ็บป่วยคือคนมีความทุกข์ ควรจะ มีน้ำเสียงที่ดี และเป็นมิตรมากกว่านี้ รพ.ใหญ่โต ปรับปรุง บุคลากรให้ดี จะเจริญขึ้นกว่านี้ครับ
";1;End of line 022004249 Do not know how to get to work Speak poorly Time for personnel to work Should consider That the service works Sick people are suffering people should have a good tone. And more friendly
"
การรับ การส่งต่อ การแนะนำ การรักษา บุคลากรทุกรู้จักหน้าที่และทำด้วยความเต็มใจผมพาลูกมารัษาสองปีได้รับความช่วยเหลือด้วยจิตใจที่ดีงามจากทุกท่านครับ
";5;Receiving referrals, advice, treatment, personnel, all known duties and willingly done.
"
หัดรับพนักงานที่มีหัวนอนปลายเท้าหน่อยนะค้ะ พูดจาห่วยแตก กริยามารยาทไม่มี กวนตีนสุดๆ #พนักงานหน้าเคาเตอร์ x-rayช่อง1 เราจะเข้ามารับการรักษานะค้ะ ไม่ได้มาขอทาน!
";1;"Learn to get employees who have a tip on their feet. Say goodbye to bad manners. No manners. Stir at the end. # Staff in front of the x-ray counter. Channel 1. Don&#39;t come begging!"
"
การบริการของทีมแพทย์และพยาบาลรวมทั้งเจ้าหน้าที่งานต่างๆดูแลผมอย่างเป็นมิตรครับ
";5;The services of a team of doctors and nurses as well as various staff members take care of me in a friendly manner
"
ห้องเจาะเลือดชั้น 1 ตึกพระเทพ นางแว่นที่นั่งอยู่เคาน์เตอร์พิมพ์บาร์โค้ดบริการได้ยอดแย่มาก พูดจาใช้อารมณ์กับคนไข้ เมิงเปลี่ยนระบบแล้วไม่คุยกัน ออกเอกสารผิด กรูเดินไปเดินมา แก้เอกสารหลายรอบแล้ว ยังจะมาสบถใส่กรูอีก กรูรู้เรื่องกะเมิงมั้ยเนี่ย อิระบบห่าเหว อะไรเนี่ย แถมยังให้กรูเจ็บตัวฟรีเจาะเลือดแล้วเจาะอีก แค่เอกสารออกผิด เมิงรู้มั้ยกว่าจะหาเส้นเจาะเลือดกรูได้มันยากขนาดไหน เจ็บด้วย อิห่าน เลิกทำงานที่นี่ แล้วไปไถนาเลยเมิง ไปทำงานกะควายเลยอิเฟี้ย เฟ็ดแฟร่ เลวยันเล็บ อารมณ์เสียอย่างแรง ห่วย!
";1;Blood collection room, 1st floor, Phra Thep Nang glasses, sitting on the counter, bar code, service is terrible. Speak with emotion to patients Meng changed the system and did not talk to each other. Wrong documented. Walking around. Fixed several documents Will also swear in another screw Do you know about Kaeming? Yes, what the hell system is, and also free the sore screw, piercing the blood and punching again. Just the wrong document You know, if you can find a blood line, it is difficult to get hurt. I go to work here. And then plowed the fields Going to work on the buffalo. Iffi Fettfried is bad, bad nails, bad mood!
"
อยากจะย้ายเด็ก อายุ3 เดือน มาที่รามา แต่ติดปัญหาที่เตียงเต็ม ขอร้องก็แล้ว อ้อนวอนก็แล้วเพราะน้องอาการหนักจริง แต่ก็ยังได้รับคำตอบเดิมๆ พอจะมีทางออกให้ญาติบ้างมั้ย กราบละคะ ส่งเคสReferไปที่รามาแล้วก็ยังเงียบ ...เด็กชายณฤทธิ์ศักดิ์ สงวนแสง ปัจจุบันรักษาตัวที่ห้อง icu รพ.อานันทมหิดล จ.ลพบุรี
";4;Would like to move the 3-month-old child to Ramama but get stuck in the bed problem But still receive the same answer When there is a solution for relatives, pay attention. Send the case to Rama and still be quiet. ... Boy Naaritsak Saengsang, currently preserving at the ICU room, Anandamahidol Hospital, Lopburi Province
"
โรงพยาบาลนี้บริการดี สะดวก สะอาด คุณหมอเก่ง พยาบาลก็ใจดี
";5;This hospital provides good service, convenient, clean, and doctor.
"
4 ดาว สำหรับหมอและพยาบาล แต่ถ้าเปนแม่บ้าน ห่วยมาก พูดจาไม่ดี กริยาไม่ แย่ๆๆๆๆๆ อาคาร 1 ชั้น 9
";4;4 stars for doctors and nurses But if it is a very bad housekeeper, it is not good to say that the verb is not bad at all. Building 1, 9th floor
"
เมื่อวันที่28 เมษายน58 เวลา บ่าย3โมงเพราะปวดท้องเป็นนิ้วในถุงน้ำดีในใจคิดมาตลอดว่า ร.พ. ของรัฐคงจะไม่ดี แต่ผมกับพบว่าเป๊น ร.พ.ที่ดีกว่า ร.พ.เอกชนเสียอีก ไม่ว่าจะเป็นสถานที่สอาด พยาบาลใจดีพูดดีมากๆ หมอทุกท่านก๊ดีจนผมน้ำตาซึม เอาเป็นว่าดีทุกอย่าง ผมจะฝากชีวิตกับ ร.พ.รามาตลอดไปขอขอบพระคุณ คุลคลากรมุกท่านมาด้วยครับ ธรรมนูญ กาญจนจูฑะ
";5;"On April 28, 58, at 3 o&#39;clock in the afternoon, because of abdominal pain in the fingers of the gallbladder in mind, thinking that the public hospital would not be good. But I found that it was Better hospital Private Hospital Whether it is a place Kindergarten nurse speaks very well. All the doctors were good until I tears. Conclude that everything is good I will leave my life with Rama Hospital. Thank you. Kulkhalakarn Mook"
"
เป็นรพ.ที่พัฒนาดี แต่เจ้าหน้าที่ชักสีน่า น้ำเสียง หน้าตาผิวพันดำคล้ำ แถมไม่สนใจคนไข้ ปล่อยให้ยืนเฉย #เจ้าหน้าที่ชั้น4เลเซอร์.
";3;Is a well-developed hospital But the staff seized the color, the tone, the face, the skin, dark skin Plus not interested in patients Let stand # Officer Level 4 Laser.
"
คลีนิคพรีเมืยม สุดยอดครับ เหมือน ร.พ.เอกชนเลย ไม่ต้องรอเข้าคิวแต่เช้า มาตามเวลานัดได้เลย แอร์เย็นสบาย
";5;Super Premium Clinic like private hospitals. No need to wait to queue in the morning. Come to the appointment time. Cool air.
"
บริการดีมีใจใส่การเงินบางครั้งดุมาก
";5;Good service, good heart, put money, sometimes very scolded
"
แย่มาก ลีลา ทำงานล่าช้า คนไข้เข้าไปตั้งแต่17.30 แต่ได้กลับตี1 คือไรคะ พยาบาลก็พูดจาไม่ไพเราะ ไม่มีครั้งที่สองแน่ๆสำหรับที่นี่
";1;Terrible, style, work, delay, patients go in from 17.30 But got back to hit 1, what is it? There is definitely no second time here.
"
ขอชื่นชม รู้สึกดีมากๆ คุณหมอ พยาบาล เจ้าหน้าที่ บริการดี ให้คำปรึกษา พูดจาไพเราะมากๆๆ รู้สึกดีมากๆจริงๆค่ะ ขอบคุณทุกๆท่านนะคะ ที่เสียสละเป็นประชาชนอย่างเป็นมิตร
";5;I would like to feel very good. Doctor, nurse, staff, good service. Really good feeling Thank you all That sacrifices are friendly people
"
เพิ่งคลอดมาค้าแบบผ่าตัด ขอขอบคุณทีมงานทุกท่านนะค้า ดูแลดีมากๆค้า แผลผ่าตัด สวยค้าไม่มีรอยตะแขบเลย หนูน้อยก็สุขภาพร่ายการแข็งแรงดีค้า:)
";5;Newly born surgical surgery Thank you to everyone. Very good care, trade, surgical wounds, beautiful, no trade. My little one is healthy and healthy. :)
"
ลูกเราซนมากทำน้ำหกโดนมองแบบ...เรางี้ทำไรมะถูกเลย...เลยถูพื้นเองอิอิ
";4;Our children are very naughty. Doing six spills, looking like ... We are doing right.
"
ระบบห่วยแตก ทีหลังนัดแล้วช่วยตรงเวลาด้วย ไม่ใช่ให้คนไข้มานั่งรอ ก็มีธุระต้องทำเหมือนกัน รู้ว่าหมอไม่ได้ว่างขนาดนั้น แต่ช่วยเปลี่ยนจากช่วงเช้าช่วงบ่ายเป็นระบุเวลาที่ชัดเจนด้วย ถ้ากูรวยกูไปโรงบาลอื่นนานแล้ว ค่ายาคุณก็ไม่ถูกนะ แพงชิบหาย ระบบยังแย่อีก ทำงานรอเงินออกไปวันๆหรอวะ????
";1;"Sucking system after the appointment and help on time too. Not allowing the patient to sit and wait Have business to do as well Knew that the doctor wasn&#39;t that busy But help change from morning to afternoon as well as specify the clear time If Guaruay Gou went to another hospital for a long time The cost of the medicine is not expensive. The system is still bad. Work, wait for money, go out today?"
"
ชอบคุณหมอพยาบาลทุกท่านให้ความใส่ใจและคำแนะนำดีค่ะ
";4;Like all doctors, nurses give great attention and advice.
"
ห่วยมากเรื่องที่จอดรถ โรงพยาบาลลงทุนทำป้ายถาวรมาติดไว้ว่า. ""ที่จอดรถเต็ม"" คือห้ามจอดเลยให้แวะส่งได้เท่านั้น ส่วนที่จอดที่ทำไว้ ทำให้หมอกับเจ้าหน้าที่เท่านั้น ห่วยสุดๆ
";1;"Very bad about parking The hospital invested to make a permanent label attached to it. &quot;Parking is full&quot; is forbidden to park at all. The park that is made Only make the doctor and the officer very bad."
"
คุณหมอกับพยาบาลแผนกOPD เด็กดีให้บริการดีมากทุกคน เสียอยู่อย่างเดียวแผนกยาเจอเจ้าหน้าที่คนท่ีคิดราคายาบริการห่วยแตก พูดจาแย่มาก คุนหมอสั่งยามาจำนวนหนึ่งแต่พอรับยาได้รับไม่ครบจำนวนก็ถามเจ้าหน้าที่จ่ายยา เขาตอบกลับมาว่าจ่ายได้เพียงเท่านี้เราก็ไม่เข้าใจก็ถามกลับไป เพราะกลัวว่ายาจะไม่พอ คนที่คิดราคายาตอบมาว่าจ่ายครั้งละเท่านี้ เราถามกลับว่าส่วนที่ขาดเราจ่ายเองได้มั๊ย เพราะใช้บัตร30บาท ส่วนี่เหลือเรายินดีจ่าย ยามันจะได้ครบ แต่โดนสวนกลับมาว่ามีเงินก็ซื้อไม่ได้( ด้วยน้ำเสียงที่ไม่น่าฟังเลย ฟังแล้วอารมณ์ขึ้นอยากจะด่ากลับไป) ช่วยอบรบเจ้าหน้าที่ เกี่ยวกับคำพูดที่เหมาะสมและน้ำเสียงที่น่าฟังเวลาพูดกับผู้มารับบริการด้วย
";3;"Doctor and OPD nurse Good children provide very good services to everyone. In the same way, the drug department found the officer who thought of the price of the drug. The service was bad. Talked badly. The doctor ordered a certain amount of medicine, but when receiving the medicine, the number was not received. He replied that he could only afford to pay. We didn&#39;t understand. He asked back. Because of fear that the drug is not enough The person who thinks about the price of the drug responds that they pay this time only. We asked back whether the part we paid for ourselves Because using a 30 baht card Here we are willing to pay. It will be complete. But was returned to the garden that there was no money to buy (with an unsightly tone Listen, then the mood is up. I want to curse back.) Help fight the officers. About the right words and sounds that should be heard when speaking to the service provider"
"
พยาบาลป้าๆมีอายุหน่อยแผนกหู คอ จมูกชั้นสองตรงช่องยื่นตรวจบัตรพูดจากับคนไข้แย่มากๆคะ ทั้งหน้าตาไม่รับแขกแถมพูดจาเสียงแข็งๆรู้สึกแย่มาก คุณเป็นพยาบาลควรจะมีจิตสำนึกและใจรักบริการกว่านี้นะคะ ถ้าไม่อยากทำก็ลาออกไปเถอะคะ โรงพยาบาลก็ไม่ใช่ไม่มีชื่อเสียงแถมมีมาตรฐานในการรักษาคนไข้ที่ดีด้วย แต่มันจะเสียเพราะคนอย่างคุณนี่ละคะ โรงพยาบาลลองรับเอาไปพิจารณาปรับปรุงในส่วนนี้มากๆด้วยนะคะ
";1;"The nurse, aunt, is a bit old. The second ear, nose and throat department is in the box. Both the face does not accept the reception and speaks solidly. It feels terrible. You are a nurse, should have a conscience and love for this service. If you don&#39;t want to do it, leave. The hospital is not without a reputation, and has a good standard of patient treatment. But it will lose because people like you here The hospital is trying to take it to consider improving this section too."
"
รอยานานมาก ระบบจัดการแย่ เสียเวลา อยากให้มีนะบบการจัดการที่ดีกว่านี้ โดยเฉพาะสวัสดิการสำหรับนักศึกษา
";1;Waiting for a long time, bad management, wasting time, wanting to have a better management system. Especially welfare for students
"
มารอคลอดที่ร.พ.รามา กับคุณหมออดิเทพ แจ้งไปแล้วตั้งแต่วันที่ 2 พ.ค. 58 ว่าฤกษ์คลอด คือ 6.20 น. วันนี้เข้ามา นอนรอเตรียมผ่าล่วงหน้า 1 วัน พยาบาลแจ้งว่า เวลาผ่า 7.30 น. แล้วก็มีพยาบาลห้องคลอดมาบอกว่า เวลาผิด เวลาที่ต้องเข้าไปเตรียมตัว 15 นาทีคือ 6.00 น. และคุณหมอจะเริ่มลงมีด เวลา 6.19 น. เลยบอกว่า ขอเป็น 6.21 น. ละกันเพราะกลัวคลาดเคลื่อน พยาบาลห้องคลอดคนเดิมพูดจาไม่ดีบอกคุณหมออาจไม่โอเค เพราะพรุ่งนี้คิวเยอะ ฤกษ์ดี เลยตกใจว่า 1 นาทีก็รอไม่ได้เชียวหรือ ทำไมต้องทำให้เครียดด้วยเวลาแค่นาทีเดียว เราก็ได้หาฤกษ์มาแล้ว และพยาบาลห้องคลอดที่นี่ก็พูดจาไม่ตรงกัน คนนึงบอกหมอคนนี้ใช้เวลา 15 นาที อีกคนบอกเวลาลงมีดกับเวลาผ่าคือเวลาเดียวกัน สับสนมาก ได้แต่ขอสิ่งศักดิ์สิทธิ์ให้พรุ่งนี้ผ่าคลอดโดยไม่มีอุปสรรคทีเถอะ
";1;Waiting for delivery at Rama Hospital. With Dr. Adithep Already informed from 2 May 2015 that the auspicious occasion is 6.20 hrs. Today, come to sleep, wait for preparation, cut in advance 1 day. The nurse informed that by 7:30 am, then there was a nurse in the delivery room saying that the time was wrong. Who have to prepare for 15 minutes is 6.00 am and the doctor will start to cut down the knife at 6.19 hrs. So he said that it is 6.21 hrs. The same room nurses did not speak well. The doctor may not be ok. Because tomorrow is a lot of auspicious hours, so I was shocked that 1 minute could not wait or not. Why must stress with just one minute? We have already found an auspicious time. And nurses in the delivery room here do not speak One person told this doctor that it took 15 minutes. The other person told the time to cut down on the knife and the time was the same time. Very confused.
"
ได้รับการบริการที่ดีค่ะ
";5;Received good service
"
วันนี้คนไข้เยอะมากม้าก...!!!สงสัยคิวยาวแน่...ที่นั่งไม่มีเลย...ว๊าาา...แย่จัง
";4;Today, a lot of patients, horses ... !!! Wondering long queues ... No seats at all ... Wah ... so bad.
"
]วันนี้ไปที่เวชศาสตร์ครอบครัว ครับ เป็นคนไข้ใหม่ ไม่ทันคิวตรวจ ห้องสัมภาษณ์ จนท.ไม่สนใจถามอาการป่วย เลย บอกให้มาใหม่ๆๆๆๆ ไม่ง้อว่าจะมาตรวจ หรือไม่มา. ครับ
";5;"] Today, go to family medicine as a new patient Didn&#39;t catch up with the interview room until the queue didn&#39;t care. Do not reconcile whether to come to check or not."
"
ขออนุญาตประกาศหาผู้ช่วยผู้ใจบุญพยาบาลกายภาพบำบัดส่วนตัวนอกสถานที่ มาทำที่บ้าน จะมาเช้าเย็นกลับก็ได้มีค่าพิเศษให้ รึถ้าอยู่ไกลจะมาพักที่บ้านกินอยู่ได้ค่ะ ใครที่รู้จักพยาบาลผู้ช่วย กรุณาติดต่อได้ที่ ️0909876767 แอ๊นค่ะ ️0852108156 แม่ค่ะ คุณแม่เดินไม่ได้เส้นยึดหลายที่หลังจากผ่าตัดหน้าขา ซึ่งมะเร็งลามไปหลายที่ หากใครรู้จักผู้ใจบุญ ขออณุญาติช่วยเหลือทีค่ะ ด่วนเลยนะค่ะ รบกวนทีค่ะ คุณแม่สู้มาก แต่ไม่รู้จะประกาศตามหาที่ไหน ขอบคุณมากๆนะค่ะ ช่วยแชร์ด้วยนะค่ะ
";5;"Requesting permission to seek help from philanthropists, private physical therapy nurses outside the premises to do at home, will come early in the morning and have special fees If you are far away, can you stay at home? Anyone who knows the assistant nurse Please contact us at ️0909876767, please. ️0852108156 Mother, Mother, can&#39;t walk. Many retaining lines after leg surgery. Which cancer spread to many places If anyone knows a philanthropist Thank you for your help. Urgent. Please disturb. My mother is very fighting, but I don&#39;t know where to find it. Thank you very much Help share"
"
รพ. เค้าดูทันสมัยดีจิงๆ พยาบาลก็พูดจาดี บริการแป๊ะเวอร์
";5;The hospital looks very modern. The nurse spoke well. Paver service
"
เมื่อวานไปรพ.รามาถึงจะคอยนานสักนิดแต่คุ้มค่ากับการที่ได้รักษา กับคุณหมอผู้มีเมตตาใจดี ถึงคนไข้จะมากแต่คุณหมอก้อยังยิ้มแย้ม สุภาพ คุณหมอจะไหว้คนไข้ก่อนทุกครั้ง ท่านเป็นคุณหมอที่มีจิตใจ งามมีเมตตากับคนไข้ทุกระดับ สมแล้วที่ท่านเป็นคุณหมอรักษาโรค หัวใจท่านชื่อ คุณหมอ ธัชพงศ์ งามอุโฆษ ตึกพระเทพฯ ได้รับการรักษา โรคหัวใจเต้นผิดจังหวะและจี้มาแล้ว ท่านเก่งมาก ขอให้ท่านเจริญๆเถิด ขอชี่นชมท่านพร้อมกับคนไข้อีกหลายคนที่รักษากับท่าน
";5;Yesterday I came to the hospital to wait a little longer but worth the treatment. With a kind-hearted doctor Although the patient is very patient, but Dr. Kor is still smiling. He is a spirit doctor. Beauty has compassion for patients at all levels Then he was a healer. Your heart is named Dr. Thatchapong Ngam-uods, Phra Thep building. Cardiac arrhythmias and hijackers are very good. May you prosper. Please watch with many other patients who treat you.
"
ผมว่าบุคคลากรของทางรพทำหน้าที่ของเขาอย่างเต็มที่นะครับผมไม่ทราบว่าคนอื่นจะคิดอย่างไรแต่ผมยอมรับนะครับผมไม่ค่อยเข้ารพบาลของรัฐสักเท่าไหร่แต่มาเจอที่นี่ผมอยากเข้าใช้บริการครับ
";5;"I think the staff of the hospital do his job fully. I don&#39;t know what other people will think of, but I accept. I don&#39;t really go to the public hospital but I come here. I want to use it. Service"
"
บริการเหี้ยมาก เรื่องมาก ปัดความรับผิดชอบ
";1;The service is very bad, the matter is very shirk responsibility.
"
พยาบาล บางคน บางคนนะครับ บริการแย่มาก เห็นผู้ป่วยมายืนรอหน้าการลงทะเบียนของคลินิค(วัยรุ่น) แทนที่จะถามว่าต้องการทำไรคะ กลับคุยกัน พอคุยเสร็จก็เงียบ แล้วก็คว้าโทรสัพท์มาคุยต่อ ยังดีครับมีพยาบาลอีก คนถามผมแทนแต่พยายาลคนนั้นไม่ได้อยู่ข้างหน้าฝ่ายลงทะเบียน
";3;"Some nurses, some people, the service is terrible. See the patient standing in front of the clinic&#39;s registration (teenagers). Instead of asking what they want to do, talk back. Then grab the call to talk Still good. There is another nurse. People asked me instead, but that person was not in front of the registration department."
"
ขอร้องเรียน. คุณหมอ พญ อาจารย์หมอพิมใจ นิภาลักษ์ ในการรักษา ผู้ป่วยซึ่งเป็นหมอประจำคนไข้ของ นางสาว รัตนชนก ไชยศร อาการเกล็ดเลือดต่ำ มีที่ไหนการรักษา ตั้งแต่เข้ารับการรักษามา ไม่เคยตอบไม่เคยอธิบายจั้นตอนการรักษาให้คนป่วยทราบเลย. ตอบอย่างเดียวคือ ให้รักษายังไงก็รักษาไปเถอะ คนไข้ยิ่งเยอะๆ อย่ามาถามอะไรมากได้ไหม
";1;"Requesting Complaint Where is the treatment Since being admitted Never answer, never explain the treatment process to the sick. The only answer is How to treat? Keep it. The more patients Don&#39;t ask much questions."
"
รับรักษาทุกคนบริการประทับใจ ประชาสัมพันธ์ยิ้มแย้มแนะนำทาง สถานที่สะอาดมั่นคงบุคคลากรมั่นใจ
";4;Get treatment for everyone. Impressive service. Public relations, smiling, suggesting ways Clean place, stable, confident people
"
อาจารย์หมอเก่งและเอาใจใส่ดี พยาบาลก็สวยและนิสัยดี อาหารก็อร่อย
";5;Dr. Weng and Master are very attentive. The nurse was beautiful and good habits. The food was delicious.
"
ผมเป็นคนลาวมารักษาพยาบาลดีมาก.พูดจาดี.ขอไห้เมียหายด้วยเถีดๆๆ
";5;I am a Laotian, very well treated. Speak well. Please give me a wife.
"
น้องท่ีอยู่หน้าห้องตรวจเวชศาสตร์ครอบครัวน่ารักมากแม้ไม่หล่อแต่ชี้แจงดีมากตั้งแต่. 6. โมงเช้า อธิบาย ตลอดเวลา น่ารักอ่ะ
";3;Nong Tee in front of the family medicine examination room is very cute, although not handsome, but very well explained since. 6. The morning explained all the time. Cute.
"
ตอนนี้รพ.รามากำลังปรับปรุงเยอะเจ้าหน้าที่ก้อเต็มที่นึ ยิ่งเจ้าหน้าที่รถเข็นแล้วต้องขอบคุณมากๆเลยเพราะเราเข็นไปไม่ถูกเลย ตรงนั้นปิดตรงนี้เปิด เข็นไปอธิยายไป
";5;"Now, Rama Hospital is improving a lot. The staff is full. The staff of the wheelchair have to thank you very much because we can&#39;t go right. There, close here, open. Pushed to pray"
"
เป็นการมาครั้งแรกค่ะ มารับยาให้ญาติที่อยุ่ต่างจังหวัด มาติดต่อตั้งแต่บ่ายโมงตรง ตอนนี้ยังคงนั่งรออยุ่ค่ะ ยังไม่ได้ไปรอที่โซนจ่ายยาเลย ตอนนี้ผ่านไป2ชั่วโมงครึ่งแล้วค่ะ ยังไม่มีการเรียกหรืออะไรเลยค่ะ เป็นการมาครั้งแรกและไม่ประทับใจมากๆค่ะ ไม่ทราบว่าเป็นการเข้าใจผิดหรือเปล่า อาจเพราะที่นี่คนเยอะอาจจะช้าเป็นปกติ แต่ไม่เคยไป รพ. ไหนช้าขนาดนี้ค่ะเลยเกิดการเปรียบเทียบ ขอบคุณสำหรับพื้นที่แสดงความเห็นค่ะ
";1;Is the first time Come to get medicine for relatives in other provinces Come to contact from 1 pm straight Now still sitting and waiting. Have not yet waited at the dispensing zone Now 2 and a half hours have passed. No calls or anything. It was the first time and was not very impressive. Do not know if this is a misunderstanding? Probably because here a lot of people may be slow, normal, but never go to the hospital which is so slow. Thank you for the comment area.
"
พนักงานที่ตึกใหม่ห้องบัตรวันที่8-02-59ไปโรงพยาบาลพนักงานทำเกี่ยวกับรับลองสิทธิ์เคาเตอร์2พูดจาหมาไม่แดกพูดจาไม่มีการศึกษาสวนมากมีแต่คนพูดไม่ดีถามอะไรไม่อยากจะตอบรวมถึงพยาบาลกูพูดไม่ดีเถื่อนทำเหมือนเราไม่ใช่คนเราเคยไปครั้งแรกไม่รู้เรื่องจะถามอะไรบ้างก็พูดไม่ดี
";1;"The staff at the new building, card room, date 8-02-59, go to the hospital, the staff do about to receive the privilege, counter 2, speak the dog, do not speak, no talk, no education, the park is very good, but the person does not speak well. Nurses say badly, barbaric, do like us, not people, we used to go for the first time, don&#39;t know what to ask, do not speak well."
"
มีพ่อป่วยหนักปอดติดเชื้ออยู่ซีซียูเจ้าพยายมราชอยากมารักษาที่รามาต้องทำยังไร
";5;There was a serious illness in the lungs. CCU, Chao Phya Yommarat wanted to treat Ramadan.
"
ขอบพระคุณคุณหมอ พยาบาล และเจ้าหน้าที่ทุกท่านที่บริการอย่างดีค่ะ
";5;Thank you to all the doctors, nurses and staff at the service as well.
"
ถ้าจะรอยานานขนาดนี้ ส่งไปรษณีย์ไปที่ย้านก็ได้ค่ะ!!!
";1;If waiting for this drug for a long time Send a post to the address !!!
"
คุณหมอและพยาบาลดูแลผู้ป่วยเป็นอย่างดีอีกทั้งอัธยาศัยดีพูดจาดีไพเราะทุกท่านเลยค่ะขอบคุณที่ดูแลลูกสาวเป็นอย่างดีขอบคุณจริงๆ
";5;The doctor and nurse take good care of the patient and are good-natured, speak good and good to everyone. Thank you for taking good care of the daughter. Thank you.
